condition,condition_name,scene_group,horizon,trajectory_count,position_rmse,position_rmse_ci95_low,position_rmse_ci95_high,velocity_rmse,velocity_rmse_ci95_low,velocity_rmse_ci95_high,penetration_rate,penetration_rate_ci95_low,penetration_rate_ci95_high,density_relative_error,density_relative_error_ci95_low,density_relative_error_ci95_high,momentum_error_per_particle,momentum_error_per_particle_ci95_low,momentum_error_per_particle_ci95_high,horizontal_momentum_error_per_particle,horizontal_momentum_error_per_particle_ci95_low,horizontal_momentum_error_per_particle_ci95_high,surface_height_rmse,surface_height_rmse_ci95_low,surface_height_rmse_ci95_high,energy_excess_per_particle,energy_excess_per_particle_ci95_low,energy_excess_per_particle_ci95_high
D,Ours,quiet,16,34,0.0029555307256112643,0.0019978753522189112,0.004521403264815864,0.00039062152630803585,0.00022508067750095506,0.0006776275391503612,0.03704119901368393,0.026949880084581317,0.05156157182856371,0.01036409316036631,0.008120611319763531,0.01266631915436044,0.00042597314656150583,0.00021698365827326009,0.0007776258051843101,0.00037211862924296465,0.00021522724451268217,0.0006389922482680153,0.007885634056840311,0.006701715562410434,0.009356124304844449,0.01171423407161937,0.0011676035383168387,0.03226256344248265
D,Ours,quiet,32,34,0.011391048145014793,0.007030409685188823,0.0188422844349749,0.0006814917704854024,0.00039599482357409536,0.0011631380190117529,0.06535100306706028,0.04336242037053464,0.1034274319499812,0.03638555484769099,0.027425896341446786,0.04698859102243338,0.0008306970066769281,0.00041127159360097295,0.0015483957553816946,0.0007941890199243276,0.0003899050306459043,0.0015060618188954319,0.01815980044193566,0.013035104863400407,0.025740082368172483,0.03434949412065394,0.003956434744245866,0.0932812679339857
D,Ours,quiet,100,34,0.07329074501553003,0.04655637861749924,0.11890219882377147,0.001145897980142549,0.0007837352276564001,0.0017646248732917755,0.18004648910052484,0.12888362273168558,0.24406531323723546,0.2795930293333881,0.22042680807028187,0.34498047714724256,0.001579270273556604,0.000994896589220255,0.0025797429899017377,0.0015734356300740996,0.0009982588011232163,0.0025438975460394214,0.0628886699457379,0.05289822447058909,0.0743379644857829,0.10549735672333661,0.010291917972704944,0.2850857647902823
D,Ours,violent,1,33,0.00025810621578288686,0.00018793221011175333,0.00034590824362484526,0.0002581061923013873,0.0001830358258606187,0.00034326259131127945,0.07823070861640502,0.06253423635306056,0.09606460903253787,0.0018251007934326701,0.0013574945687485687,0.0023111637186075586,0.00010355539992209135,7.564387663023808e-05,0.00013913749072261535,8.15043604509838e-05,5.640832896667482e-05,0.0001128317430322678,0.011346530566118996,0.006294222861249706,0.017249083306479875,0.0003880226250850793,0.00022366263649680398,0.0005726180293343283
D,Ours,violent,8,33,0.006412744705537052,0.004819851214415393,0.008301569703546579,0.0013778108625432872,0.0010441864623069045,0.0017721522024217071,0.10165300776737361,0.08260562085526688,0.1215974073913574,0.05236337621780959,0.03842280699067156,0.06861303641785388,0.00094046594930467,0.0006661172077546132,0.0012948953539362814,0.0007250761782140189,0.0004583025183378733,0.0010757150950170893,0.06577407393717405,0.04477140479932793,0.08883567155218879,0.014434427926034638,0.00804428674957969,0.020942641749526515
D,Ours,violent,16,33,0.02059458163707997,0.01609195450842945,0.025981221146966247,0.0022573571724492604,0.0017770174147726998,0.0027766499068864942,0.17230163752675784,0.13187891379694566,0.21197508592202946,0.15492400019006294,0.11934409664774483,0.1939272076004382,0.0017595645922207923,0.0012903725612859213,0.0023346976782098253,0.0013345160275066244,0.0008856693410493651,0.001901026059501667,0.10172890995939572,0.07555266808238671,0.13127210069038536,0.053520249597954025,0.031789282235232266,0.07686285232052656
D,Ours,violent,32,33,0.06475272452966734,0.05206745360893282,0.07988786189111344,0.0034974658170319867,0.002867805657054608,0.004188364195799681,0.347216961437632,0.2673070107599109,0.4352140656829544,0.3398751605189208,0.2866411944907723,0.3965103068304333,0.002948622224556113,0.002280220636572322,0.0037487491173757888,0.0022779005195127065,0.0016367541745156897,0.0030802341646366665,0.16659484656922746,0.13097053629656633,0.20289370818628052,0.1938850193312674,0.11348641469623104,0.2766407891656413
D,Ours,violent,100,33,0.3355276699770581,0.28027134094613065,0.39372937569225375,0.004634384281058429,0.0039508260469037024,0.005329211987025865,0.7676657583779339,0.7048159087958125,0.8324315484465508,0.3564031286673112,0.30332325538902577,0.4182538819132428,0.00490239879934851,0.00411729751521665,0.0057753374260342254,0.004386179949065219,0.0036166208080293002,0.005216213977925661,0.4326804180939992,0.35223078228194604,0.514520775944446,0.6444013082619869,0.3858254393844893,0.9283053985147763
E,Baseline-GNS,complex,1,33,2.9518557863466963e-05,2.5012325307794856e-05,3.579614362520673e-05,2.9518473693866383e-05,2.5424677494012225e-05,3.579851791211252e-05,0.026628436347018326,0.021679427920758974,0.03184698605057754,0.0003403942850347834,0.000316996434103754,0.0003621880789454956,2.2561405895623576e-05,1.4819031651892477e-05,3.5242024345431364e-05,2.093728239467027e-05,1.3005140819490353e-05,3.2506040899058707e-05,0.0007891140497149811,0.000510895276088239,0.0011349166654692011,1.432678916237571e-05,0.0,4.266970085375237e-05
E,Baseline-GNS,complex,8,33,0.0009292767755334463,0.000763991377320825,0.0011811696773899407,0.00021292015651741883,0.00017367177210734084,0.000266844692156486,0.03277151958169586,0.027594974795957752,0.038405925878927966,0.009013539786930338,0.008277233097716375,0.00974002446005629,0.00022347944270057434,0.00015635659721297226,0.0003271799480540776,0.00019704712736490887,0.00013063558094059276,0.00029503746683269235,0.0052645488882042245,0.004744401168621455,0.005790307756449857,0.00069788730505741,0.0,0.0020936619151722302
E,Baseline-GNS,complex,16,33,0.0035429955107357464,0.0029007982728988723,0.004566843576983294,0.00043350074415546703,0.0003578886073117963,0.0005378048408381413,0.05520373300486191,0.04801353714634705,0.06308940475174943,0.03436139671865738,0.03157837730550179,0.03721744212547712,0.0004891446310053157,0.0003653201834712297,0.0006769574337698887,0.0004036966489145539,0.00028178267249462477,0.0005775173036661064,0.012564691263392117,0.010068369953483907,0.015948352629713936,0.0033157666524251304,0.0,0.00994729995727539
E,Baseline-GNS,complex,32,33,0.014138084610529018,0.011746119377273842,0.017368364162305645,0.0009838089092888615,0.0007785817802262804,0.0013062477812513169,0.10811423780863487,0.09432076067632633,0.12734087464424504,0.15592177279970862,0.14059732241386716,0.17243960032973324,0.001144600571768189,0.0008975112616264431,0.0015270504110076492,0.0009040689406957068,0.0006434220058894645,0.0013340959814465319,0.031592033662353504,0.023319811684389912,0.0456766314091951,0.009199084657611269,0.0,0.027597253972833805
E,Baseline-GNS,complex,100,33,0.12669408637465854,0.11261937363129673,0.14429820313711053,0.0044565665479185,0.004105908595110205,0.004820778670678423,0.4043020903317034,0.3658811237916028,0.4453108534444583,1.0648305343859124,0.9418436901587428,1.2022318870732278,0.005140424042827252,0.004658587401817468,0.005629799299287808,0.0043545146966635275,0.003940378405704078,0.004741116066526791,0.1131757279914437,0.10030117745539455,0.12697686786396487,0.17153610243941797,0.07112278911200437,0.3125525376110365
E,Baseline-GNS,quiet,1,34,2.030430997525828e-05,1.9080220099835168e-05,2.1476730314455326e-05,2.0304295904840247e-05,1.9114452774214013e-05,2.1499521033226352e-05,0.021223719194458784,0.016898954715531392,0.026177980494076315,0.0002783647800884757,0.0002628081673880361,0.00029340496133526734,1.6272262762547197e-05,1.3575863771527165e-05,1.9038293621566906e-05,1.4887427675054877e-05,1.2010505530714883e-05,1.7819802654126784e-05,0.00041857547517686137,0.0002756214304280119,0.0005806411377674896,0.0,0.0,0.0
E,Baseline-GNS,quiet,8,34,0.0006276111816987395,0.0005768668676704264,0.0006806857997991542,0.0001446982059860602,0.000132802837250732,0.00015640671193015054,0.028900488536706515,0.02396761855129445,0.03407589383474847,0.0064650338745730765,0.006074263962492456,0.006907732280395815,0.00016227851633362553,0.0001411615247140135,0.0001842308712478852,0.00013814050201771725,0.00011456387375320071,0.0001638391670359637,0.00410942272077698,0.0033553660194978446,0.005258271628597011,0.0,0.0,0.0
E,Baseline-GNS,quiet,16,34,0.002737468238646055,0.002244533982251168,0.0035274256355478425,0.0003953903150806368,0.00027362606202479905,0.0006115848319228354,0.06721436332331403,0.05856107434049061,0.07646694567504084,0.025811702560852554,0.02382242988986785,0.027851965693373452,0.0004431249369243982,0.00031656653914336966,0.0006558236307361819,0.00037235021163189015,0.000240659351921375,0.0006034302971998196,0.009730900541934021,0.007027097516487736,0.014779980498818023,0.0,0.0,0.0
E,Baseline-GNS,quiet,32,34,0.011764294865048108,0.008742817382752786,0.01695077483412152,0.0007603561800137601,0.000540363187503638,0.0011501668306557215,0.12951652361893604,0.107250688570743,0.16388431417750896,0.11178891470327097,0.10248443458010169,0.1218925186597249,0.0009726690845769446,0.0006783406133549493,0.0015033979574689189,0.0007529649048913544,0.00046616289091616636,0.0012334652232097781,0.02502056545413592,0.017240384405971886,0.03896609270561706,0.0,0.0,0.0
E,Baseline-GNS,quiet,100,34,0.10117532279999818,0.08838298291460994,0.11996044969350537,0.0037442069117198974,0.0035154458118246542,0.003967297160895267,0.39593065595594246,0.3682682019249892,0.4231620436642365,0.8943580213715049,0.8258764765280134,0.9691121159669231,0.004865173336036284,0.004453755495812991,0.005255802907734451,0.004545061708674492,0.004059685333820251,0.005028653246357434,0.0947745863129111,0.08049291044692783,0.11610270314302075,0.09964646311367259,0.0,0.29893938934101777
E,Baseline-GNS,violent,1,33,0.00023197626113401247,0.00015832219011248196,0.0003138973060506969,0.00023197625992135286,0.0001601637071733862,0.0003208108891902321,0.07751343781397513,0.06243135262369234,0.09440378015964722,0.0016279602705529242,0.0012184459227049073,0.0020395243082682343,4.6300305312439434e-05,3.0472354085924798e-05,6.662521289564952e-05,4.268747331728016e-05,2.7608441089824104e-05,6.328290360835869e-05,0.01195486012302078,0.006855308771032883,0.01767984530311381,3.3674818096738875e-05,9.543064868811406e-06,6.349086761474606e-05
E,Baseline-GNS,violent,8,33,0.004976212777282027,0.003452218242455274,0.006774866667745466,0.0010611098559545071,0.0007518466405268885,0.0014369212948429665,0.07974190767852483,0.0665733340998714,0.0941461753430502,0.04094678081684944,0.03183115400007051,0.05074897411660376,0.0005586061124631669,0.0003554722953870651,0.0008432986509488365,0.00048252032182503945,0.00029374129020046287,0.000752750823666605,0.07249475024979223,0.05089289220261642,0.09807563823520796,0.0025305856357921252,0.00046433770295345423,0.005431145881161544
E,Baseline-GNS,violent,16,33,0.015062827038381136,0.010912007357304295,0.019930932449289795,0.0016528218182043709,0.0012168622595102837,0.002146509795332377,0.09722624766173625,0.08153603236367837,0.11612507323489296,0.12719901764031613,0.10021347091392134,0.15426210209614397,0.0011281610817549695,0.0007726444276958125,0.0015290643502146738,0.000951590115922348,0.0006244004825489493,0.00135043943611725,0.10974243847709714,0.07949017812497915,0.1419562624859144,0.01360177993774414,0.0029937787489457564,0.026594648758570344
E,Baseline-GNS,violent,32,33,0.04381677138647347,0.03368793292337972,0.05463055280587551,0.0024711279900547006,0.0019939070131813146,0.002983008045570882,0.1683528944155337,0.13844006722021424,0.20585405424269768,0.35616961482799414,0.3054473768806819,0.41876140059621036,0.0020921638052007465,0.0016358776864680378,0.002572303905264672,0.0017467630325082803,0.0013095990825218683,0.002230733404047152,0.14088380483515334,0.10987159977243705,0.17541161007671194,0.051617600701072,0.01450655839659951,0.10180754462877908
E,Baseline-GNS,violent,100,33,0.20693535019050946,0.1848462228860819,0.22926742828479318,0.005239677333244772,0.004801824106129281,0.005734913280960455,0.39093592123811094,0.3346834204176195,0.44792175426750575,0.708082866488081,0.601179659773003,0.8210224562522136,0.004919297943794818,0.004228037363271031,0.005670308880155172,0.0034531245156275954,0.0029549978034055764,0.003896817915709548,0.21711448828379312,0.17554923977815745,0.2597374919632619,0.5471885240439213,0.3273101380377105,0.8201292018095651
F,Simple-3D,complex,1,33,0.00027498736458117935,0.0001503617072544192,0.0004233841600277323,0.00027498670279976176,0.0001440579130275816,0.0004146956761746189,0.026698446973224058,0.021705969291673524,0.03222224001022247,0.0003289802253368979,0.0002892121749009348,0.0003688833540338847,4.148127696322318e-05,2.9920251396368148e-05,5.809139332234624e-05,3.2390322510533416e-05,2.600955726484158e-05,3.9194809379217813e-05,0.0008519760884871974,0.0006454617217596851,0.0010742164275405117,0.00014406984502618963,5.2110083175427985e-05,0.0003109953620217063
F,Simple-3D,complex,8,33,0.0029722556046732334,0.002018217906769485,0.003988751742916506,0.0004740466152504792,0.00035885891249398064,0.0006016698793135935,0.033605186664475074,0.027774255968870117,0.03975367667841594,0.005914583523187475,0.004910259594093573,0.0068830621515382625,0.000314431743776588,0.00022895143451244097,0.0004523375535592838,0.00024129317220609718,0.00019186841679509246,0.0002881966270855039,0.0063585686765498285,0.005662024992158298,0.007042314512055423,0.005166505322311864,0.001874855160713196,0.01092524221449187
F,Simple-3D,complex,16,33,0.0077075084960652575,0.005745362700492313,0.009720908789048818,0.0007038127770294633,0.0005596669167337524,0.0008615654131999965,0.046708859989157296,0.03970591118566056,0.05404548770189259,0.020060243847017937,0.01634718747633142,0.024117036747294613,0.0006310313029010131,0.00045732836898065274,0.0008858798937029802,0.000498618945130147,0.0004079705909217327,0.0005913352079832375,0.012833642364112717,0.011012879610908303,0.014827454747335812,0.0191324588024255,0.006701668284156106,0.041154566045963396
F,Simple-3D,complex,32,33,0.023088364353911442,0.017809365780417325,0.0301390857164127,0.0012277737343648562,0.0008940078446991693,0.0017165156372467396,0.08470961533436469,0.06591780342519263,0.1145323856815298,0.07827665913624293,0.06285808979971053,0.0952109703010964,0.001369676655017291,0.0009156393469972748,0.002100455490532719,0.0013153814533407885,0.0009019667623678371,0.0019799560633449193,0.02850488276982849,0.02392498981772047,0.034282449320325564,0.062199061567133125,0.022398244521834636,0.13000303443634145
F,Simple-3D,complex,100,33,0.1325041748809092,0.10089681431030234,0.17850262676788997,0.0018445747096627724,0.0013980967317228064,0.00249084268738939,0.30432527551824173,0.24233002237204662,0.37465728219966526,0.46365644376386295,0.39637906812131407,0.5223507526810421,0.0024434535307315828,0.0017543593200212908,0.0035518294295329585,0.002417407024150827,0.0017548935092759855,0.0034496006275620654,0.11935947090387344,0.09679253416305239,0.1461056225735581,0.24535467046679874,0.06973397731781006,0.5511931072581897
F,Simple-3D,quiet,1,34,2.6669642011256656e-05,2.1179033884062153e-05,3.456792706415131e-05,2.6669899398257257e-05,2.098134909026746e-05,3.5078650745724774e-05,0.02111281726723701,0.016912151435396917,0.026050646051395236,0.00023356751634818305,0.00021244481118388005,0.00025132518187413494,2.4306256925817306e-05,1.5191273874894677e-05,3.8718716388409705e-05,1.6593430073228053e-05,1.3301491557208866e-05,2.0128301635308535e-05,0.00042098166541644093,0.0002853170419932801,0.0005698590606604792,8.905985776115867e-05,9.408242562237908e-06,0.00023493714192334342
F,Simple-3D,quiet,8,34,0.000781447829093154,0.0005713362804218538,0.0010937935029313153,0.00017040303196956622,0.00012149836755216871,0.00024342288975811455,0.024244635955855576,0.019450802354548005,0.02968992542996931,0.0030128955083776367,0.0025167756483630696,0.00357282831407902,0.0001904474852113601,0.00011682285999621159,0.00031635501415407536,0.00012836966161156691,0.00010132248167568538,0.00015774434317697393,0.0042001607054022744,0.003686178945217227,0.004742978077282553,0.0031316736165214985,0.0003300827215699589,0.008330446218743043
F,Simple-3D,quiet,16,34,0.0029555307256112643,0.0019912511077777974,0.004469480874660586,0.00039062152630803585,0.00022700063587121003,0.0006784975924908983,0.03704119901368393,0.027372149981350787,0.050472435752793574,0.01036409316036631,0.00808033087729093,0.012907831865082056,0.00042597314656150583,0.0002254224676268196,0.0008824125007268932,0.00037211862924296465,0.00021242151935225325,0.0006252462767861287,0.007885634056840311,0.006620723897974719,0.009479483246104791,0.01171423407161937,0.0011353136862025542,0.031576781325480516
F,Simple-3D,quiet,32,34,0.011391048145014793,0.006991937158540275,0.019068968186226862,0.0006814917704854024,0.0003952345036048107,0.0011672199403405742,0.06535100306706028,0.04303890289354871,0.10333762336858901,0.03638555484769099,0.027442933284841913,0.04712566795950644,0.0008306970066769281,0.0004157619514899125,0.0015501892815497256,0.0007941890199243276,0.000395762928912839,0.001493878290235067,0.01815980044193566,0.013132594367626177,0.025520531327792383,0.03434949412065394,0.003748196363449097,0.09347139465458253
F,Simple-3D,quiet,100,34,0.07329074501553003,0.04730402805349406,0.11612228374955628,0.001145897980142549,0.0007812683628906277,0.0017582057028074113,0.18004648910052484,0.1294861432155052,0.24491867575154544,0.2795930293333881,0.2175724208491909,0.34702212073401933,0.001579270273556604,0.0009945954711464069,0.002566177285060642,0.0015734356300740996,0.0009885903582685656,0.0025140131427820855,0.0628886699457379,0.05224609639057341,0.07420998414950991,0.10549735672333661,0.009465397017843585,0.2794633649727877
F,Simple-3D,violent,1,33,0.006500982538758156,0.004924686581729143,0.008341462690788662,0.006500981865842318,0.004819534189708506,0.008235483973619536,0.0858454765742848,0.0693877803784421,0.10482549898268091,0.007736294369820054,0.004927593702803168,0.01089560256655342,0.0009040868232356539,0.0005074798370156768,0.0013676300028319843,0.0008942035786855162,0.0005047248478976227,0.001328611548722785,0.011005355563776737,0.006027924087759333,0.01698966194191156,0.0007032481106844815,0.00040372303037932426,0.001054121869983095
F,Simple-3D,violent,8,33,0.05308162775525654,0.039471149750082105,0.06829320173410725,0.006832167042320538,0.005054006935229567,0.008681426648399793,0.1254544408168874,0.09965818531616234,0.1537163492108027,0.04592655754337708,0.03439995456825603,0.0574072263394059,0.0015818073231705719,0.0010337245550489928,0.002208179687537873,0.001425713725576784,0.000855138462446286,0.0020510471579848043,0.06183038272358703,0.04204215545270761,0.08431308653777127,0.015870957663564972,0.009082905090216434,0.023310676578319426
F,Simple-3D,violent,16,33,0.10895930048586293,0.0798700235512418,0.1393580317444337,0.007277536622220368,0.00541680006347385,0.00921698774609743,0.19542084716984054,0.15035760351015787,0.2434681105772838,0.1372358246960423,0.10805834393496766,0.17029306434490007,0.0022855542959984054,0.001565779121081119,0.0031013674576322293,0.0019369765518190848,0.0012510298289381547,0.002775931715278244,0.10012808729979125,0.07302538073678135,0.13208576516304726,0.05555807821678393,0.03429660092700612,0.0806210268627513
F,Simple-3D,violent,32,33,0.22980083513892058,0.1744317726937659,0.29322629718561516,0.008163650435480204,0.006167273836785391,0.010500006932257252,0.36344539573242707,0.27823597877967654,0.45614571700710194,0.3312344943935221,0.28333556252447045,0.38273667328511213,0.003346099276589512,0.0024849739151470585,0.004363182198898301,0.002693032129724143,0.001846417892463223,0.0036553181883363945,0.17529673027721318,0.1358669925452859,0.21681200812542514,0.19673340970819647,0.11921767104755748,0.27474270390741745
F,Simple-3D,violent,100,33,0.8384185462738528,0.6048087628163171,1.1214313291069682,0.01008688013252774,0.006807361214922629,0.015294823684609693,0.7741641667015833,0.7080094979276925,0.838264378106162,0.35688900179935223,0.30305548746025923,0.41714646753036616,0.005072873502010198,0.0042144027646193565,0.006097451439762316,0.004640028441578827,0.0038409847830542165,0.00559292569029794,0.4788869246840477,0.3816213862744696,0.5878496661330713,0.6699833978306163,0.407700890122038,0.9688255270322164
G,Optimized-Ours,complex,1,33,4.2831952393471234e-05,3.578350222762145e-05,5.144129775985537e-05,4.283140983854096e-05,3.6137624272558956e-05,5.0928830788424496e-05,0.026649655851544385,0.02166059727101112,0.03240241999184589,0.00030069704705269805,0.0002704532993177216,0.00032950887436913255,3.881309161249991e-05,2.7869158297431624e-05,5.4610137278366504e-05,2.953180862293307e-05,2.3920100060175804e-05,3.5615805607018083e-05,0.0008222291586262696,0.0006262579606203817,0.0010239862899418242,0.0001429427753795277,4.98641620982777e-05,0.00029749256191831646
G,Optimized-Ours,complex,8,33,0.001372185183837163,0.0011221745598683783,0.001704885770088753,0.0003004676852442296,0.00024482434887018327,0.0003677088347654772,0.033526291959052,0.027949234847750647,0.039949577191570516,0.005876739399699352,0.004867373679404739,0.006856548245793598,0.00031352842503992815,0.0002208468729694494,0.00044104752423663736,0.00024043291556312619,0.0001948848763722329,0.00028676090927625563,0.006344318382837104,0.005654220340533578,0.007015158252783514,0.005155725912614303,0.0018615365028381346,0.010871985915935396
G,Optimized-Ours,complex,16,33,0.004933303105644882,0.003983002969250788,0.0061064858890004505,0.0005681910569723132,0.00045559551987080894,0.0007159986589999101,0.0465974874907565,0.03979176235467762,0.05337521933442208,0.020093599898797092,0.016218129151401986,0.023876740280397685,0.0006304416403343731,0.0004560486683189855,0.0008910871238406274,0.0004980148920422477,0.00041207544437025774,0.0005832384905233718,0.012839026565691738,0.01103804643534011,0.014815588424574921,0.019109357487071644,0.006848151575435292,0.040545696561986755
G,Optimized-Ours,complex,32,33,0.018667621199380268,0.014412826561425446,0.024929643446353802,0.0011324081283281416,0.0008271781509392894,0.0016377948888420533,0.08465431507716929,0.06493888233554462,0.11368740165288106,0.07832825282645045,0.06320386159755854,0.09522355889167747,0.0013694158529467654,0.0009150979396839499,0.0021022751292603613,0.0013151237459775682,0.0008902394661907403,0.001973820572443814,0.02848723511014021,0.023818876115238353,0.03375913221318501,0.062151283928842255,0.021956510796691434,0.12744437808340245
G,Optimized-Ours,complex,100,33,0.1243747438896786,0.09288305524793086,0.17423974173425721,0.001787398943578768,0.0013490870522218756,0.0025386055979514355,0.3042984102861167,0.2405984352403239,0.3716550565510157,0.46370514075864444,0.40097442125393584,0.5232995484645167,0.0024433735146003805,0.001743884015145754,0.003554236015461906,0.002417294775086427,0.0017326974988849764,0.0034281557402926297,0.1193495232499007,0.09721198886294256,0.14620986226099458,0.2452181288690278,0.07122034096356594,0.5503957371820102
G,Optimized-Ours,quiet,1,34,2.6669642011256656e-05,2.1200064144763662e-05,3.511760723126024e-05,2.6669899398257257e-05,2.109543467855367e-05,3.511784758195383e-05,0.02111281726723701,0.01684906764855968,0.025787259210716364,0.00023356751634818305,0.0002122500714110027,0.0002515277102622135,2.4306256925817306e-05,1.4857731755522337e-05,3.939645372216706e-05,1.6593430073228053e-05,1.3396383650440333e-05,1.9987371970006168e-05,0.00042098166541644093,0.000285776509307358,0.0005643712713342265,8.905985776115867e-05,9.60747985278859e-06,0.00023583673379000492
G,Optimized-Ours,quiet,8,34,0.000781447829093154,0.0005658188805147588,0.0010859711422466821,0.00017040303196956622,0.00012410403038730318,0.00024355351707420008,0.024244635955855576,0.01963397127277004,0.029368044689360294,0.0030128955083776367,0.0025265140892710247,0.0035464537415083107,0.0001904474852113601,0.0001171854502552057,0.00031665605374388067,0.00012836966161156691,9.989931266883398e-05,0.00015714982161930087,0.0042001607054022744,0.0036715288578039584,0.00476202081900898,0.0031316736165214985,0.00032321565291460824,0.0084174204398604
G,Optimized-Ours,quiet,16,34,0.0029555307256112643,0.0019983899637522613,0.004480682331418125,0.00039062152630803585,0.00022651824455458743,0.0006759072908260029,0.03704119901368393,0.02706920488641532,0.051899151588238726,0.01036409316036631,0.008210712996215614,0.012866915522745862,0.00042597314656150583,0.00021805834265465178,0.000788801066466797,0.00037211862924296465,0.00021116568105379187,0.0006441317169339848,0.007885634056840311,0.006700654531425029,0.009489629894618273,0.01171423407161937,0.0011265281368704402,0.03156328639563392
G,Optimized-Ours,quiet,32,34,0.011391048145014793,0.006974787582037286,0.019133183781078134,0.0006814917704854024,0.00039791549619193947,0.0011776506824336295,0.06535100306706028,0.04268547728518567,0.10481922955183923,0.03638555484769099,0.02751788480946904,0.04740568266373456,0.0008306970066769281,0.0004132706982652641,0.001583911248781078,0.0007941890199243276,0.00040127976172725006,0.0015359138985853408,0.01815980044193566,0.0129733401179478,0.025706580977695168,0.03434949412065394,0.00390634536743164,0.09253356859964483
G,Optimized-Ours,quiet,100,34,0.07329074501553003,0.047438342465252116,0.1189858363694785,0.001145897980142549,0.0007787528418917003,0.0017465313260960529,0.18004648910052484,0.12860093850436727,0.2506057022369011,0.2795930293333881,0.21752945142524208,0.3403842446750358,0.001579270273556604,0.0010075985987307776,0.0025820972899536546,0.0015734356300740996,0.0009933849068843035,0.002541363580188344,0.0628886699457379,0.0523435743224314,0.07289124096825937,0.10549735672333661,0.009880629795439104,0.2779727446682313
G,Optimized-Ours,violent,1,33,0.0002601493670777982,0.0001870945074298299,0.000347379498783663,0.0002601493526361248,0.00018515462400804002,0.0003424616335905738,0.07821492394089748,0.06210055858519456,0.09648564869535446,0.0018951063384795843,0.001419108964777975,0.0023981173509541385,0.00010326143392651856,7.45526433320265e-05,0.00013709215244296386,8.169431478591198e-05,5.639440440366646e-05,0.0001150204608496675,0.01155766607156362,0.006413502277097327,0.0174472944509365,0.00038416819138960403,0.00021679148529515124,0.0005665013284394235
G,Optimized-Ours,violent,8,33,0.006479595424466286,0.004871548205846921,0.008354622403258514,0.0013887479947174363,0.001051475223952862,0.0017472177634110925,0.0986890808945957,0.08010376189194289,0.11840584411795772,0.055633865663725315,0.04076137883433451,0.07160732768913446,0.0009170016944126198,0.0006460702966829889,0.0012656163628421242,0.0007119371623434056,0.0004587509568051301,0.0010266217015365933,0.06665854724688512,0.045704018739475445,0.09122060087199012,0.01423747611768318,0.008168806993600095,0.020977520220207435
G,Optimized-Ours,violent,16,33,0.02065277264707468,0.016109186841640623,0.025741249450595315,0.002251002813202583,0.0017834300959348735,0.0027744816527102197,0.1593363104690506,0.12729804287011817,0.19401836309838275,0.1529812505750945,0.11852324424085743,0.1883392104766134,0.001699233111029378,0.0012578662305851608,0.0022480250700248165,0.0012818482381672684,0.0008554738957172958,0.0018288745381141779,0.10237297195602547,0.07567354849694917,0.1337039229453005,0.052380424557310165,0.03139348481640671,0.07595437096826956
G,Optimized-Ours,violent,32,33,0.06433332844101118,0.051848460027637586,0.07838143163544098,0.0034636334378526294,0.0028183363296469025,0.004145790871045777,0.3285796821238986,0.2580175372605004,0.4046981781673347,0.3331626109553106,0.2842961356326035,0.38607999886188543,0.002860684949678905,0.002217964737704306,0.0036324630981350004,0.0021929123340118113,0.001600428420836882,0.0029341057479155778,0.16222942902734785,0.1283062206045019,0.19873233145441518,0.18946385022365686,0.11334852404666669,0.2684245794108419
G,Optimized-Ours,violent,100,33,0.3315408392386003,0.2768649099676898,0.38807807822119106,0.004604641580954194,0.003924739596462159,0.00532182304551966,0.7585029687270549,0.6961754750874284,0.8173537299921649,0.35598577152598987,0.3023965146392584,0.41767729444034174,0.004787883029855562,0.003998644034215955,0.005579848818403358,0.004283416390976388,0.0035521568980281396,0.00510067724689813,0.4246246877944831,0.3517081145084266,0.49978367189566286,0.6163353450370558,0.3545639737988963,0.9060884725866895
